Total Advance Amount,Samlet forskudsbeløb,
Total Amount,Samlet beløb,
Total Amount Reimbursed,Samlede godtgjorte beløb,
Total Claimed Amount,Total krævede beløb,
Total Declared Amount,Samlet angivet beløb,
Total Deduction,Fradrag i alt,
Total Earning,Samlet Earning,
Total Estimated Budget,Samlet estimeret budget,
Total Estimated Cost,Samlede anslåede omkostninger,
Total Exemption Amount,Samlet fritagelsesbeløb,
Total Leave Days,Totalt antal fraværsdage,
Total Leaves Allocated,Tildelt fravær i alt,
Total Leaves Encashed,Samlede blade indsnævret,
Total Sanctioned Amount,Total Sanktioneret Beløb,
Total Score,Samlet score,
Total Taxes and Charges,Moms i alt,
Total Working Hours,Arbejdstid i alt,
Total in words,I alt i ord,
Totals,Totaler,
Train,Tog,
Trainer Email,Trainer Email,
Trainer Name,Trainer Navn,
Training,Uddannelse,
Training Date,Træningsdato,
Training Event,Træning begivenhed,
Training Event Employee,Træning Begivenhed Medarbejder,
Training Feedback,Træning Feedback,
Training Program,Træningsprogram,
Training Result,Træning Resultat,
Training Result Employee,Træning Resultat Medarbejder,
Trainings,kurser,
Transaction Date,Transaktionsdato,
Transaction Name,Transaktionsnavn,
Transaction Type,Transaktionstype,
Transfer Date,Overførselsdato,
Travel Advance Required,Krav til rejseudvikling,
Travel From,Rejse fra,
Travel Funding,Rejsefinansiering,
Travel Itinerary,Rejseplan,
Travel Request,Rejseforespørgsel,
Travel Request Costing,Rejseforespørgsel Costing,
Travel To,Rejse til,
Travel Type,Rejsetype,
Type,Type,
Type of Proof,Type bevis,
Unmarked days,Umarkerede dage,
Unpaid,Åben,
Unpaid Expense Claim,Ubetalt udlæg,
Unused leaves,Ubrugte blade,
Upload Attendance,Indlæs fremmøde,
Upload HTML,Upload HTML,
User,Bruger,
Users,Brugere,
Vacancies,Ledige stillinger,
Validate Attendance,Validere tilstedeværelse,
Value / Description,/ Beskrivelse,
Variable,Variabel,
Variable Based On Taxable Salary,Variabel baseret på skattepligtig løn,
Vegetarian,Vegetarisk,
Vehicle Log,Kørebog,
Vehicle Service,Køretøj service,
View Website,Se hjemmeside,
Weekly,Ugentlig,
Weightage (%),Vægtning (%),
Work End Date,Arbejdets slutdato,
Work From Date,Arbejde fra dato,
Work From Home,Arbejde hjemmefra,
Worked On Holiday,Arbejdet på ferie,
Working Days,Arbejdsdage,
Working Hours,Arbejdstider,
Working Hours Calculation Based On,Beregning af arbejdstid baseret på,
Working Hours Threshold for Absent,Arbejdstidsgrænse for fraværende,
Working Hours Threshold for Half Day,Arbejdstidsgrænse for halv dag,
Working hours below which Absent is marked. (Zero to disable),"Arbejdstid, hvorfravær er markeret. (Nul til at deaktivere)",
Working hours below which Half Day is marked. (Zero to disable),"Arbejdstid, under hvilken Half Day er markeret. (Nul til at deaktivere)",
Workshop,Værksted,
Year,År,
Yearly,Årlig,
Yellow,Gul,
Yes,Ja,
email,e-mail,
