Totals,Ukupno,
Train,Воз,
Trainer Email,тренер-маил,
Trainer Name,тренер Име,
Training,тренинг,
Training Date,Датум обуке,
Training Event,тренинг догађај,
Training Event Employee,Тренинг догађај запослених,
Training Feedback,обука Контакт,
Training Program,Програм обуке,
Training Result,obuka Резултат,
Training Result Employee,Обука запослених Резултат,
Trainings,Тренинзи,
Transaction Date,Трансакција Датум,
Transaction Name,Назив трансакције,
Transaction Type,врста трансакције,
Transfer Date,Датум преноса,
Travel Advance Required,Потребно је унапредити путовање,
Travel From,Травел Фром,
Travel Funding,Финансирање путовања,
Travel Itinerary,Путни пут,
Travel Request,Захтев за путовање,
Travel Request Costing,Травел Рекуест Цостинг,
Travel To,Путују у,
Travel Type,Тип путовања,
Type,Врста,
Type of Proof,Врста доказа,
Unmarked days,Необележени дани,
Unpaid,Неплаћен,
Unpaid Expense Claim,Неплаћени расходи Захтев,
Unused leaves,Неискоришћени листови,
Upload Attendance,Уплоад присуствовање,
Upload HTML,Уплоад ХТМЛ,
User,Корисник,
Users,Корисници,
Vacancies,Радна места,
Validate Attendance,Потврдите присуство,
Value / Description,Вредност / Опис,
Variable,варијабла,
Variable Based On Taxable Salary,Варијабла заснована на опорезивој плаћи,
Vegetarian,Вегетаријанац,
Vehicle Log,возило се,
Vehicle Service,Сервис возила,
View Website,Pogledaj sajt,
Weekly,Nedeljni,
Weightage (%),Веигхтаге (%),
Work End Date,Датум завршетка рада,
Work From Date,Рад са датума,
Work From Home,Рад од куће,
Worked On Holiday,Радили на одмору,
Working Days,Радних дана,
Working Hours,Радно време,
Working Hours Calculation Based On,Прорачун радног времена на основу,
Working Hours Threshold for Absent,Праг радног времена за одсутне,
Working Hours Threshold for Half Day,Праг радног времена за пола дана,
Working hours below which Absent is marked. (Zero to disable),Радно време испод којег је обележен Абсент. (Нула за онемогућавање),
Working hours below which Half Day is marked. (Zero to disable),Радно време испод којег се обележава Половна дана. (Нула за онемогућавање),
Workshop,радионица,
Year,Година,
Yearly,Годишње,
Yellow,Жута,
Yes,Da,
email,е-маил,
